10/24/2024 15:57:45, 21.000, 49.000, 0.062
10/24/2024 15:57:46, 21.000, 49.000, 0.063
10/24/2024 15:57:47, 21.000, 50.000, 0.062
10/24/2024 15:57:48, 21.000, 50.000, 0.060
10/24/2024 15:57:49, 21.000, 50.000, 0.059
10/24/2024 15:57:50, 21.000, 50.000, 0.059
10/24/2024 15:57:51, 21.000, 50.000, 0.060
10/24/2024 15:57:52, 21.000, 50.000, 0.059
10/24/2024 15:57:54, 21.000, 50.000, 0.059
10/24/2024 15:57:55, 21.000, 50.000, 0.059
10/24/2024 15:57:56, 21.000, 50.000, 0.059
10/24/2024 15:57:57, 21.000, 50.000, 0.060
10/24/2024 15:57:58, 21.000, 50.000, 0.060
10/24/2024 15:57:59, 21.000, 50.000, 0.059
10/24/2024 15:58:01, 21.000, 50.000, 0.060
10/24/2024 15:58:02, 21.000, 50.000, 0.059
10/24/2024 15:58:04, 21.000, 50.000, 0.059
10/24/2024 15:58:05, 21.000, 50.000, 0.060
10/24/2024 15:58:06, 21.000, 50.000, 0.060
10/24/2024 15:58:07, 21.000, 50.000, 0.060
10/24/2024 15:58:08, 21.000, 50.000, 0.060
10/24/2024 15:58:10, 21.000, 50.000, 0.060
10/24/2024 15:58:11, 21.000, 50.000, 0.060
10/24/2024 15:58:12, 21.000, 50.000, 0.060
10/24/2024 15:58:13, 21.000, 50.000, 0.060
10/24/2024 15:58:14, 21.000, 50.000, 0.060
10/24/2024 15:58:15, 21.000, 50.000, 0.060
10/24/2024 15:58:16, 21.000, 50.000, 0.060
10/24/2024 15:58:17, 21.000, 50.000, 0.060
10/24/2024 15:58:19, 21.000, 49.000, 0.060
10/24/2024 15:58:20, 21.000, 49.000, 0.060
10/24/2024 15:58:21, 21.000, 49.000, 0.059
10/24/2024 15:58:22, 21.000, 49.000, 0.059
10/24/2024 15:58:23, 21.000, 49.000, 0.060
10/24/2024 15:58:24, 21.000, 49.000, 0.059
10/24/2024 15:58:25, 21.000, 49.000, 0.060
10/24/2024 15:58:26, 21.000, 49.000, 0.060
10/24/2024 15:58:28, 21.000, 49.000, 0.060
10/24/2024 15:58:29, 21.000, 49.000, 0.059
10/24/2024 15:58:30, 21.000, 49.000, 0.060
10/24/2024 15:58:31, 21.000, 49.000, 0.059
10/24/2024 15:58:32, 21.000, 49.000, 0.059
10/24/2024 15:58:33, 21.000, 49.000, 0.060
10/24/2024 15:58:35, 21.000, 49.000, 0.059
10/24/2024 15:58:36, 21.000, 49.000, 0.060
10/24/2024 15:58:37, 21.000, 50.000, 0.060
10/24/2024 15:58:38, 21.000, 50.000, 0.059
10/24/2024 15:58:39, 21.000, 50.000, 0.060
10/24/2024 15:58:40, 21.000, 50.000, 0.060
